SWIS Number ,Activity,OperationalStatus,Category,Activity Classification,County
37-AA-0105,Large Volume In-Vessel Digestion Facility,Active,In-Vessel Digestion,Solid Waste Facility,San Diego
37-AH-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0027,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0035,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0037,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0062,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
37-CR-0108,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
38-CR-0008,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Francisco
39-AA-0018,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Joaquin
39-AA-0020,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,San Joaquin
39-AA-0020,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Joaquin
39-CR-0023,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
39-CR-0025,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Joaquin
40-AA-0022,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Luis Obispo
41-AA-0165,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Mateo
41-AA-0169,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Mateo
42-AA-0011,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Santa Barbara
42-AA-0016,Chipping and Grinding Facility/Operation,Planned,Composting,Solid Waste Facility,Santa Barbara
42-AA-0016,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Barbara
42-AA-0049,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
42-AA-0051,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Santa Barbara
42-CR-0017,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
42-CR-0019,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
42-CR-0052,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
42-CR-0054,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
43-AN-0001,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Clara
43-AN-0001,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
43-AN-0003,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Clara
43-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Clara
44-AA-0002,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Cruz
44-AA-0002,Green Material Composting Operation,Absorbed,Composting,Solid Waste Operation,Santa Cruz
44-AA-0004,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Santa Cruz
44-AA-0004,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Santa Cruz
45-AA-0007,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Shasta
45-AA-0014,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
45-CR-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
45-CR-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
45-CR-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Shasta
46-CR-0016,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sierra
47-AA-0002,Solid Waste Landfill,Inactive,Disposal,Solid Waste Facility,Siskiyou
47-AA-0050,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Siskiyou
47-CR-0002,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
47-CR-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
47-CR-0028,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
47-CR-0030,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Siskiyou
48-AA-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Solano
49-AA-0002,Solid Waste Landfill,Closed,Disposal,Solid Waste Facility,Sonoma
49-AA-0245,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sonoma
49-CR-0017,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sonoma
49-CR-0024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Sonoma
50-AA-0020,Composting Facility (Mixed),Active,Composting,Solid Waste Facility,Stanislaus
50-CR-0005,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Stanislaus
50-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Stanislaus
50-CR-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Stanislaus
52-AA-0004,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tehama
52-AA-0004,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Tehama
52-AA-0009,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tehama
53-AA-0010,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Trinity
53-AA-0012,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Trinity
53-AA-0019,Small Volume Transfer Station,Absorbed,Transfer/Processing,Solid Waste Facility,Trinity
53-AA-0019,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Trinity
53-AA-0021,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Trinity
54-AA-0015,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Tulare
54-AA-0017,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Tulare
54-AA-0027,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Tulare
54-CR-0013,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tulare
55-CR-0007,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tuolumne
55-CR-0018,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Tuolumne
56-AA-0007,Solid Waste Landfill,Active,Disposal,Solid Waste Facility,Ventura
56-AA-0007,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Ventura
56-AA-0007,Large Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Ventura
56-CR-0037,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
56-CR-0039,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
56-CR-0041,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
56-CR-0048,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Ventura
57-CR-0004,Solid Waste Disposal Site,Clean Closed,Disposal,Solid Waste Disposal Site,Yolo
57-CR-0006,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Yolo
19-AR-1212,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
19-AA-1045,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
47-AA-0056,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Siskiyou
53-AA-0029,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Trinity
12-AA-0113,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Humboldt
19-CR-5518,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
42-CR-0071,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Barbara
15-AA-0375,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Kern
36-AA-0422,Contaminated Soil Transfer/Processing Operation,Active,Transfer/Processing,Solid Waste Operation,San Bernardino
15-AA-0376,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Kern
13-AA-0094,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Imperial
27-AA-0100,Agricultural Material Composting Operation,Closed,Composting,Solid Waste Operation,Monterey
33-CR-0058,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Riverside
29-CR-0027,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Nevada
19-AS-5001,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
56-AA-0142,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Ventura
49-AA-0390,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sonoma
19-AA-5380,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
43-AN-0025,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Santa Clara
42-AA-0067,Chipping and Grinding Facility/Operation,Absorbed,Composting,Solid Waste Facility,Santa Barbara
19-AA-5294,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AA-5291,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
19-AR-0011,Small Volume CDI Debris Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
57-AA-0034,Green Material Composting Operation,Clean Closed,Composting,Solid Waste Operation,Yolo
19-AR-1223,Large Volume CDI Debris Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
43-AN-0027,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Santa Clara
33-AA-0301,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Riverside
19-AA-1060,Green Material Composting Operation,Closed,Composting,Solid Waste Operation,Los Angeles
09-AA-0007,Medium Volume C&D Wood Debris Chipping and Grinding Facility,Active,Transfer/Processing,Solid Waste Facility,El Dorado
49-AA-0391,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sonoma
49-AA-0395,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Sonoma
36-AA-0439,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Bernardino
10-AA-0198,Small Volume CDI Debris Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
12-CR-0054,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Humboldt
10-CR-0076,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Fresno
29-CR-0031,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Nevada
10-AA-0208,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
10-AA-0211,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
39-AA-0050,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,San Joaquin
30-AB-0402,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
19-AA-1094,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
10-AA-0213,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
07-AA-0061,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Contra Costa
19-AR-1232,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Los Angeles
12-AA-0120,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Humboldt
37-AB-0015,Green Material Composting Operation,Active,Composting,Solid Waste Operation,San Diego
10-AA-0220,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Fresno
29-CR-0032,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Nevada
28-AA-0041,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Napa
19-AR-1237,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
30-AB-0410,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Orange
19-AA-1110,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Los Angeles
30-AB-0419,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0422,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
37-AA-0970,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Diego
37-AA-0972,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Diego
40-AA-0046,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Luis Obispo
50-AA-0035,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Stanislaus
50-AA-0037,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Stanislaus
30-AB-0450,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
30-AB-0451,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
36-AA-0455,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,San Bernardino
01-AA-0302,Large Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Alameda
19-AA-1115,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Los Angeles
35-AA-0028,Large Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,San Benito
34-AA-0225,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Sacramento
30-AB-0458,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Orange
49-AA-0406,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Sonoma
37-AA-0980,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Diego
33-AA-0331,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Riverside
33-AA-0333,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Riverside
36-AA-0458,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,San Bernardino
19-AR-1249,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Los Angeles
33-AA-0340,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Riverside
33-AA-0348,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Riverside
19-CR-0829,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Los Angeles
01-AA-0305,Inert Debris Type A Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Alameda
33-AA-0353,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Riverside
38-AA-0020,Small Volume CDI Debris Processing Operation,Closed,Transfer/Processing,Solid Waste Operation,San Francisco
36-AA-0473,Green Material Composting Operation,Active,Composting,Solid Waste Operation,San Bernardino
19-AR-1254,Small Volume CDI Debris Processing Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
43-AN-0033,Large Volume In-Vessel Digestion Facility,Active,In-Vessel Digestion,Solid Waste Facility,Santa Clara
21-AA-0067,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Marin
26-CR-0021,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Mono
36-AA-0476,Green Material Composting Operation,Active,Composting,Solid Waste Operation,San Bernardino
36-AA-0479,Green Material Composting Operation,Active,Composting,Solid Waste Operation,San Bernardino
19-AR-1261,Medium Volume Transfer/Processing Facility,Inactive,Transfer/Processing,Solid Waste Facility,Los Angeles
13-AA-0116,Direct Transfer Facility,Active,Transfer/Processing,Solid Waste Facility,Imperial
33-AA-0361,Chipping and Grinding Facility/Operation,Active,Composting,Solid Waste Facility,Riverside
33-AA-0362,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Riverside
01-CR-0049,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Alameda
50-CR-0024,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,Stanislaus
19-AA-1137,Large Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,Los Angeles
19-AA-1139,Limited Volume Transfer Operation,Active,Transfer/Processing,Solid Waste Operation,Los Angeles
49-AA-0409,Small Volume Transfer Station,Inactive,Transfer/Processing,Solid Waste Facility,Sonoma
33-AA-0364,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Riverside
37-CR-0128,Solid Waste Disposal Site,Closed,Disposal,Solid Waste Disposal Site,San Diego
21-AA-0069,Large Volume Transfer/Processing Facility,Planned,Transfer/Processing,Solid Waste Facility,Marin
01-AA-0323,Medium Volume Transfer/Processing Facility,Active,Transfer/Processing,Solid Waste Facility,Alameda
49-AA-0413,Emergency Transfer/Processing Operation,Inactive,Transfer/Processing,Solid Waste Operation,Sonoma
54-AA-0058,Agricultural Material Composting Operation,Active,Composting,Solid Waste Operation,Tulare
27-AA-0124,Green Material Composting Operation,Active,Composting,Solid Waste Operation,Monterey
